id, name, abbrev, administrative_key, zipcode, url, country_id, institution_id, fax, phone, city_id, institutiontitle_id, institutiontype_id, other, state_id, addr
1470, Universidad Gabriela Mistral, 152, 1, 1
1471, Universidad Iberoamericana de Ciencias y Tecnología, 152, 1, 1
1472, Universidad Internacional SEK, 152, 1, 1
1473, Universidad José Santos Ossa, 152, 1, 1
1474, Universidad La República, 152, 1, 1
1475, Universidad Las Condes, 152, 1, 1
1476, Universidad Mariano Egaña, 152, 1, 1
1477, Universidad Marítima de Chile, 152, 1, 1
1478, Universidad Mayor, 152, 1, 1
1479, Universidad Metropolitana de Ciencias de la Educación, 152, 1, 1
1480, Universidad Miguel de Cervantes, 152, 1, 1
1481, Universidad Nacional  Andrés Bello, 152, 1, 1
1482, Universidad Panamericána de Ciencias y Artes, 152, 1, 1
1483, Universidad Regional 'El Libertador', 152, 1, 1
1484, Universidad Regional San Marcos, 152, 1, 1
1485, Universidad San Sebastián, 152, 1, 1
1486, Universidad Santo Tomás, 152, 1, 1
1487, Universidad Técnica Federico Santa María, 152, 1, 1
1488, Universidad Tecnológica Metropolitana, 152, 1, 1
1489, "Universidad Tecnológica Vicente Pérez Rosales, Santiago", 152, 1, 1
1490, Aletheia University, 156, 1, 1
1491, Asia University, 156, 1, 1
1492, Chang Gung University, 156, 1, 1
1493, Chang Jung Christian University, 156, 1, 1
1494, Chaoyang University of Technology, 156, 1, 1
1495, Cheng Shiu University, 156, 1, 1
1496, Chia Nan University of Pharmacy and Science, 156, 1, 1
1497, Chien Kuo Technology University, 156, 1, 1
1498, China Medical University, 156, 1, 1
1499, China University of Technology, 156, 1, 1
1500, Chinese Culture University, 156, 1, 1
1501, Ching-Yun University, 156, 1, 1
1502, Chung Shan Medical University, 156, 1, 1
1503, Chung Yuan Christian University, 156, 1, 1
1504, Chung-Hua University, 156, 1, 1
1505, Da-Yeh University, 156, 1, 1
1506, Feng Chia University, 156, 1, 1
1507, Fooyin University, 156, 1, 1
1508, Fu Jen Catholic University, 156, 1, 1
1509, Hsuan Chuang University, 156, 1, 1
1510, Huafan University, 156, 1, 1
1511, Hung Kuang University, 156, 1, 1
1512, I-Shou University, 156, 1, 1
1513, Kai Nan University, 156, 1, 1
1514, Kaohsiung Medical University, 156, 1, 1
1515, Kung Shan University of Technology, 156, 1, 1
1516, Leader University, 156, 1, 1
1517, Lunghwa University of Science and Technology, 156, 1, 1
1518, Mei Ho Institute of Technology, 156, 1, 1
1519, Ming Chi University of Technology, 156, 1, 1
1520, Ming Chuan University, 156, 1, 1
1521, Ming Hsin University of Science and Technology, 156, 1, 1
1522, Mingdao University, 156, 1, 1
1523, Nanhua University, 156, 1, 1
1524, National Central University, 156, 1, 1
1525, National Changhua University of Education, 156, 1, 1
1526, National Cheng Kung University, 156, 1, 1
1527, National Chengchi University, 156, 1, 1
1528, National Chi Nan University, 156, 1, 1
1529, National Chiao Tung University, 156, 1, 1
1530, National Chiayi University, 156, 1, 1
1531, National Chung Cheng University, 156, 1, 1
1532, National Chung Hsing University, 156, 1, 1
1533, National Dong Hwa University, 156, 1, 1
1534, National Formosa University, 156, 1, 1
1535, National Hsinchu University of Education, 156, 1, 1
1536, National Hualien University of Education, 156, 1, 1
1537, National Ilan University, 156, 1, 1
1538, National Kaohsiung First University of Science and Technology, 156, 1, 1
1539, National Kaohsiung Marine University, 156, 1, 1
1540, National Kaohsiung Normal University, 156, 1, 1
1541, National Kaohsiung University of Applied Sciences, 156, 1, 1
1542, National Open University, 156, 1, 1
1543, National Pingtung University of Education, 156, 1, 1
1544, National Pingtung University of Science and Technology, 156, 1, 1
1545, National Sun Yat-Sen University, 156, 1, 1
1546, National Taichung University of Education, 156, 1, 1
1547, National Taipei University, 156, 1, 1
1548, National Taipei University of Education, 156, 1, 1
1549, National Taipei University of Technology, 156, 1, 1
1550, National Taitung University, 156, 1, 1
1551, National Taiwan Normal University, 156, 1, 1
1552, National Taiwan Ocean University, 156, 1, 1
1553, National Taiwan University, 156, 1, 1
1554, National Taiwan University of Arts, 156, 1, 1
1555, National Taiwan University of Science and Technology, 156, 1, 1
1556, National Tsing Hua University, 156, 1, 1
1557, National United University, 156, 1, 1
1558, National University of Kaohsiung, 156, 1, 1
1559, National University of Tainan, 156, 1, 1
1560, National University Preparatory School for Overseas Chinese Students, 156, 1, 1
1561, National Yang Ming University, 156, 1, 1
1562, National Yunlin University of Science and Technology, 156, 1, 1
1563, Open University of Kaohsiung, 156, 1, 1
1564, Providence University, 156, 1, 1
1565, Shih Chien University, 156, 1, 1
1566, Shih Hsin University, 156, 1, 1
1567, Shu-Te University, 156, 1, 1
1568, Soochow University, 156, 1, 1
1569, Southern Taiwan University of Technology, 156, 1, 1
1570, Tainan National University of the Arts, 156, 1, 1
1571, Taipei Medical University, 156, 1, 1
1572, Taipei Municipal University of Education, 156, 1, 1
1573, Taipei National University of the Arts, 156, 1, 1
1574, Tamkang University, 156, 1, 1
1575, Tatung University, 156, 1, 1
1576, Tunghai University, 156, 1, 1
1577, Tzu Chi University, 156, 1, 1
1578, Vanung University, 156, 1, 1
1579, Yuan-Ze University, 156, 1, 1
1580, Cyprus College, 196, 1, 1
1581, Cyprus International Institute of Management, 196, 1, 1
1582, Intercollege, 196, 1, 1
1583, Panepistimio Kyprou, 196, 1, 1
1584, Colegio de Estudios Superiores de Administración, 170, 1, 1
1585, Colegio Mayor de Antioquia, 170, 1, 1
1586, Colegio Universitario Colombiano, 170, 1, 1
1587, "Conservatorio del Tolima, Ibague", 170, 1, 1
1588, Corporación Colegiatura Colombiana, 170, 1, 1
1589, "Corporación Cristiana Universitaria de San Andrés, Providencia y Santa Catalina", 170, 1, 1
1590, Corporación Educativa Mayor del Desarrollo 'Simón Bolívar', 170, 1, 1
1591, Corporación Universitaria Adventista, 170, 1, 1
1592, Corporación Universitaria Autónoma del Cauca, 170, 1, 1
1593, Corporación Universitaria de Ciencia y Desarrollo, 170, 1, 1
1594, Corporación Universitaria de Ciencias Aplicadas y Ambientales, 170, 1, 1
1595, Corporación Universitaria de Colombia (IDEAS), 170, 1, 1
1596, Corporación Universitaria de Ibagué, 170, 1, 1
1597, Corporación Universitaria de la Costa, 170, 1, 1
1598, Corporación Universitaria de Santa Rosa de Cabal, 170, 1, 1
1599, Corporación Universitaria de Santander, 170, 1, 1
1600, Corporación Universitaria del Caribe, 170, 1, 1
1601, Corporación Universitaria del Huila, 170, 1, 1
1602, Corporación Universitaria del Meta, 170, 1, 1
1603, Corporación Universitaria del Sinú, 170, 1, 1
1604, Corporación Universitaria Empresarial Alexander von Humboldt, 170, 1, 1
1605, Corporación Universitaria Empresarial de Salamanca, 170, 1, 1
1606, Corporación Universitaria Iberoamericana, 170, 1, 1
1607, Corporación Universitaria Lasallista, 170, 1, 1
1608, Corporación Universitaria Minuto de Dios, 170, 1, 1
1609, Corporación Universitaria Nueva Colombia, 170, 1, 1
1610, Corporación Universitaria Rafael Núñez, 170, 1, 1
1611, Corporación Universitaria Reformada, 170, 1, 1
1612, Corporación Universitaria Remington, 170, 1, 1
1613, Corporación Universitaria Republicana, 170, 1, 1
1614, Escuela Colombiana de Ingeniería 'Julio Garavito', 170, 1, 1
1615, Escuela de Administración de Negocios, 170, 1, 1
1616, Escuela de Ingeniería de Antioquia, 170, 1, 1
1617, Escuela Nacional de Policía 'General Santander', 170, 1, 1
1618, Escuela Nacional del Deporte, 170, 1, 1
1619, Escuela Naval 'Almirante Padilla', 170, 1, 1
1620, Escuela Superior de Administración Pública, 170, 1, 1
1621, Escuela Superior de Bellas Artes de Cartagena de Indias, 170, 1, 1
1622, "Escuela Superior de Oftalmología, Instituto Barraquer de América", 170, 1, 1
1623, Fundación Centro Universitario de Bienestar Rural, 170, 1, 1
1624, Fundación de Estudios Superiores Universitarios de Urabá Antonio Roldán Betancur, 170, 1, 1
1625, Fundación Escuela Colombiana de Rehabilitación, 170, 1, 1
1626, Fundación Escuela de Medicina 'Juan N. Corpas', 170, 1, 1
1627, Fundación Universidad de Bogotá 'JorgeTadeo Lozano', 170, 1, 1
1628, Fundación Universitaria Agraria de Colombia, 170, 1, 1
1629, Fundación Universitaria Católica del Norte, 170, 1, 1
1630, Fundación Universitaria Católica Lumen Gentium, 170, 1, 1
1631, Fundación Universitaria CEIPA, 170, 1, 1
1632, Fundación Universitaria Cooperativa de San Gil, 170, 1, 1
1633, Fundación Universitaria de Boyacá, 170, 1, 1
1634, Fundación Universitaria de Ciencias de la Salud, 170, 1, 1
1635, "Fundación Universitaria de García Rovira, Norte y Gutiérrez", 170, 1, 1
1636, Fundación Universitaria de Popayán, 170, 1, 1
1637, Fundación Universitaria del Area Andina, 170, 1, 1
1638, Fundación Universitaria del Espinal "Fundes", 170, 1, 1
1639, Fundación Universitaria Empresarial de la Camara de Comercio de Bogotá, 170, 1, 1
1640, Fundación Universitaria Internacional del Tropico Américano, 170, 1, 1
1641, Fundación Universitaria Juan de Castellanos, 170, 1, 1
1642, Fundación Universitaria Konrad Lorenz, 170, 1, 1
1643, Fundación Universitaria Los Libertadores, 170, 1, 1
1644, Fundación Universitaria Luis Amigo, 170, 1, 1
1645, Fundación Universitaria Manuela Beltrán, 170, 1, 1
1646, Fundación Universitaria María Caño, 170, 1, 1
1647, Fundación Universitaria Monserrate, 170, 1, 1
1648, Fundación Universitaria Panamericana, 170, 1, 1
1649, Fundación Universitaria San Alfonso, 170, 1, 1
1650, Fundación Universitaria San Martín, 170, 1, 1
1651, Fundación Universitaria Sanitas, 170, 1, 1
1652, Institución Universitaria Centro de Estudios Superiores 'María Goretti', 170, 1, 1
1653, Institución Universitaria Colombo-Americana, 170, 1, 1
1654, Institución Universitaria de Envigado, 170, 1, 1
1655, Instituto de Ciencias de la Salud, 170, 1, 1
1656, Instituto Departamental de Bellas Artes, 170, 1, 1
1657, Instituto Universitario de Historia de Colombia, 170, 1, 1
1658, Instituto Universitario de La Paz, 170, 1, 1
1659, Politécnico Colombiano 'Jaime Isaza Cadavid', 170, 1, 1
1660, Politécnico Grancolombiano, 170, 1, 1
1661, Pontificia Universidad Javeriana, 170, 1, 1
1662, Universidad Antonio Nariño, 170, 1, 1
1663, Universidad Autónoma de Bucaramanga, 170, 1, 1
1664, Universidad Autónoma de Colombia, 170, 1, 1
1665, Universidad Autonoma de Manizales, 170, 1, 1
1666, Universidad Autónoma de Occidente, 170, 1, 1
1667, Universidad Autónoma del Caribe, 170, 1, 1
1668, Universidad Autónoma Latinoamericana, 170, 1, 1
1669, Universidad Católica de Colombia, 170, 1, 1
1670, Universidad Católica de Manizales, 170, 1, 1
1671, Universidad Católica de Oriente, 170, 1, 1
1672, Universidad Católica Popular del Risaralda, 170, 1, 1
1673, Universidad Central, 170, 1, 1
1674, Universidad Central del Valle del Cauca, 170, 1, 1
1675, Universidad Colegio Mayor de Cundinamarca, 170, 1, 1
1676, Universidad Cooperativa de Colombia, 170, 1, 1
1677, Universidad de América, 170, 1, 1
1678, Universidad de Antioquía, 170, 1, 1
1679, Universidad de Caldas, 170, 1, 1
1680, Universidad de Cartagena, 170, 1, 1
1681, Universidad de Córdoba, 170, 1, 1
1682, Universidad de Cundinamarca, 170, 1, 1
1683, Universidad de La Amazonia, 170, 1, 1
1684, Universidad de La Guajira, 170, 1, 1
1685, Universidad de La Sabana, 170, 1, 1
1686, Universidad de La Salle, 170, 1, 1
1687, Universidad de Los Andes, 170, 1, 1
1688, Universidad de Los Llanos, 170, 1, 1
1689, Universidad de Manizales, 170, 1, 1
1690, Universidad de Medellín, 170, 1, 1
1691, Universidad de Nariño, 170, 1, 1
1692, Universidad de Pamplona, 170, 1, 1
1693, Universidad de San Buenaventura, 170, 1, 1
1694, Universidad de Sucre, 170, 1, 1
1695, Universidad del Atlántico, 170, 1, 1
1696, Universidad del Cauca, 170, 1, 1
1697, Universidad del Magdalena, 170, 1, 1
1698, Universidad del Norte, 170, 1, 1
1699, Universidad del Pacífico, 170, 1, 1
1700, Universidad del Quindío, 170, 1, 1
1701, Universidad del Rosario, 170, 1, 1
1702, Universidad del Tolima, 170, 1, 1
1703, Universidad del Valle, 170, 1, 1
1704, Universidad Distrital Francisco José de Caldas, 170, 1, 1
1705, Universidad El Bosque, 170, 1, 1
1706, Universidad Escuela de Administración y Finanzas y Tecnologías, 170, 1, 1
1707, Universidad Externado de Colombia, 170, 1, 1
1708, Universidad Francisco de Paula Santander, 170, 1, 1
1709, Universidad ICESI, 170, 1, 1
1710, Universidad INCCA de Colombia, 170, 1, 1
1711, Universidad Industrial de Santander, 170, 1, 1
1712, Universidad La Gran Colombia, 170, 1, 1
1713, Universidad Libre de Colombia, 170, 1, 1
1714, Universidad Mariana, 170, 1, 1
1715, Universidad Metropolitana, 170, 1, 1
1716, Universidad Militar Nueva Granada, 170, 1, 1
1717, Universidad Nacional Abierta y a Distancia, 170, 1, 1
1718, Universidad Nacional de Colombia, 170, 1, 1
1719, Universidad Pedagógica Nacional, 170, 1, 1
1720, Universidad Pedagógica y Tecnológica de Colombia, 170, 1, 1
1721, Universidad Piloto de Colombia, 170, 1, 1
1722, Universidad Pontificia Bolivariana, 170, 1, 1
1723, Universidad Popular del César, 170, 1, 1
1724, Universidad Santiago de Cali, 170, 1, 1
1725, Universidad Santo Tomás, 170, 1, 1
1726, Universidad Sergio Arboleda, 170, 1, 1
1727, Universidad Surcolombiana, 170, 1, 1
1728, Universidad Tecnológica de Bolívar, 170, 1, 1
1729, Universidad Tecnológica de Pereira, 170, 1, 1
1730, Universidad Tecnológica del Chocó 'Diego Luis Córdoba', 170, 1, 1
1731, Centro Agronómico Tropical de Investigación y Enseñanza, 188, 1, 1
1732, Instituto Centroamericano de Administración de Empresas, 188, 1, 1
1733, Instituto Centroamericano de Administración Pública, 188, 1, 1
1734, Instituto Tecnológico de Costa Rica, 188, 1, 1
1735, Universidad 'Fidélitas', 188, 1, 1
1736, Universidad 'Florencio del Castillo', 188, 1, 1
1737, Universidad 'Isaac Newton', 188, 1, 1
1738, Universidad 'Juan Pablo II', 188, 1, 1
1739, Universidad 'San Juan de la Cruz', 188, 1, 1
1740, Universidad 'Santa Lucía', 188, 1, 1
1741, Universidad 'Santa Paula', 188, 1, 1
1742, Universidad Adventista de Centroamérica, 188, 1, 1
1743, Universidad Alma Mater, 188, 1, 1
1744, Universidad Americana, 188, 1, 1
1745, Universidad Autónoma de Centro América, 188, 1, 1
1746, Universidad Autónoma de Monterrey, 188, 1, 1
1747, Universidad Bíblica Latinoamericana, 188, 1, 1
1748, Universidad Braulio Carrillo, 188, 1, 1
1749, Universidad Católica de Costa Rica 'Anselmo Llorente y Lafuente', 188, 1, 1
1750, Universidad Central, 188, 1, 1
1751, Universidad Centroamericana de Ciencias Empresariales, 188, 1, 1
1752, Universidad Centroamericana de Ciencias Sociales, 188, 1, 1
1753, Universidad Continental de las Ciencias y el Arte, 188, 1, 1
1754, Universidad Creativa, 188, 1, 1
1755, Universidad Cristiana del Sur, 188, 1, 1
1756, Universidad Cristiana Internacional, 188, 1, 1
1757, Universidad de Ciencias Médicas, 188, 1, 1
1758, Universidad de Costa Rica, 188, 1, 1
1759, Universidad de Iberoamérica, 188, 1, 1
1760, Universidad de La Salle, 188, 1, 1
1761, Universidad de las Ciencias y el Arte de Costa Rica, 188, 1, 1
1762, Universidad de San José, 188, 1, 1
1763, Universidad del Diseño, 188, 1, 1
1764, Universidad del Turismo, 188, 1, 1
1765, Universidad del Valle, 188, 1, 1
1766, Universidad EARTH, 188, 1, 1
1767, Universidad Empresarial de Costa Rica, 188, 1, 1
1768, Universidad en Ciencias Administrativas 'San Marcos', 188, 1, 1
1769, Universidad Escuela Libre de Derecho, 188, 1, 1
1770, Universidad Estatal a Distancia, 188, 1, 1
1771, Universidad Evangélica de las Américas, 188, 1, 1
1772, Universidad Federada de Costa Rica, 188, 1, 1
1773, Universidad Hispanoamericana, 188, 1, 1
1774, Universidad Independiente de Costa Rica, 188, 1, 1
1775, Universidad Interamericana de Costa Rica, 188, 1, 1
1776, Universidad Internacional 'San Isidro Labrador', 188, 1, 1
1777, Universidad Internacional de las Américas, 188, 1, 1
1778, Universidad Latina de Costa Rica, 188, 1, 1
1779, Universidad Latinoamericana de Ciencia y Tecnología, 188, 1, 1
1780, Universidad Libre de Costa Rica, 188, 1, 1
1781, Universidad Magister, 188, 1, 1
1782, Universidad Metodista de Costa Rica, 188, 1, 1
1783, Universidad Metropolitana Castro Carazo, 188, 1, 1
1784, Universidad Nacional, 188, 1, 1
1785, Universidad Panamericana de San José, 188, 1, 1
1786, Universidad para la Cooperación Internacional, 188, 1, 1
1787, Universidad para la Paz, 188, 1, 1
1788, Universidad Tecnológica Costarricense, 188, 1, 1
1789, Universidad Veritas, 188, 1, 1
1790, Universidad Agraria de La Habana, 192, 1, 1
1791, Universidad Central 'Marta Abreu'  de Las Villas, 192, 1, 1
1792, Universidad de Camaguëy, 192, 1, 1
1793, Universidad de Ciego de Avila, 192, 1, 1
1794, Universidad de Cienfuegos Carlos Rafael Rodríguez, 192, 1, 1
1795, Universidad de Granma, 192, 1, 1
1796, Universidad de Holguín 'Oscar Lucero Moya', 192, 1, 1
1797, Universidad de La Habana, 192, 1, 1
1798, Universidad de Matanzas 'Camilo Cienfuegos', 192, 1, 1
1799, Universidad de Oriente, 192, 1, 1
1800, Universidad de Pinar del Río "Hnos Saíz Montes de Oca", 192, 1, 1
1801, Universidad Pedagógica 'Enrique José Varona', 192, 1, 1
1802, Universidad Pedagógica 'Frank País García', 192, 1, 1
1803, Universidad Pedagógica 'José de la Luz y Caballero', 192, 1, 1
1804, Ajman University of Science and Technology, 784, 1, 1
1805, American University of Sharjah, 784, 1, 1
1806, Dubai University College, 784, 1, 1
1807, Jameat Al-Shariqah, 784, 1, 1
1808, Jameat Alemarat Azlarabia Almottaheda, 784, 1, 1
1809, Zayed University, 784, 1, 1
1810, Fakulteta za podiplomske dravne in evropske tudije, 705, 1, 1
1811, "Fakulteta za podiplomski humanisti ni tudij, Ljubljana", 705, 1, 1
1812, IEDC-Poslovna ola Bled, 705, 1, 1
1813, Mednarodna podiplomska ola Joefa Stefana, 705, 1, 1
1814, Univerza na Primorskem, 705, 1, 1
1815, Univerza v Ljubljani, 705, 1, 1
1816, Univerza v Mariboru, 705, 1, 1
1817, Mondragón Unibertsitatea, 724, 1, 1
1818, Universidad Alfonso X El Sabio, 724, 1, 1
1819, Universidad Antonio de Nebrija, 724, 1, 1
1820, Universidad Autónoma de Madrid, 724, 1, 1
1821, Universidad Camilo José Cela, 724, 1, 1
1822, Universidad Cardenal Herrera-CEU, 724, 1, 1
1823, Universidad Carlos III de Madrid, 724, 1, 1
1824, Universidad Católica 'Santa Teresa de Jesús' de Ávila, 724, 1, 1
1825, Universidad Católica de Valencia San Vicente Mártir, 724, 1, 1
1826, Universidad Católica San Antonio de Murcia, 724, 1, 1
1827, Universidad Complutense de Madrid, 724, 1, 1
1828, Universidad de A CoruDa, 724, 1, 1
1829, Universidad de Alcalá, 724, 1, 1
1830, Universidad de Alicante, 724, 1, 1
1831, Universidad de Almería, 724, 1, 1
1832, Universidad de Burgos, 724, 1, 1
1833, Universidad de Cádiz, 724, 1, 1
1834, Universidad de Cantabria, 724, 1, 1
1835, Universidad de Castilla-La Mancha, 724, 1, 1
1836, Universidad de Córdoba, 724, 1, 1
1837, Universidad de Deusto, 724, 1, 1
1838, Universidad de Extremadura, 724, 1, 1
1839, Universidad de Granada, 724, 1, 1
1840, Universidad de Huelva, 724, 1, 1
1841, Universidad de Jaén, 724, 1, 1
1842, Universidad de La Laguna, 724, 1, 1
1843, Universidad de La Rioja, 724, 1, 1
1844, Universidad de Las Palmas de Gran Canaria, 724, 1, 1
1845, Universidad de León, 724, 1, 1
1846, Universidad de Málaga, 724, 1, 1
1847, Universidad de Murcia, 724, 1, 1
1848, Universidad de Navarra, 724, 1, 1
1849, Universidad de Oviedo, 724, 1, 1
1850, Universidad de Salamanca, 724, 1, 1
1851, Universidad de Santiago de Compostela, 724, 1, 1
1852, Universidad de Sevilla, 724, 1, 1
1853, Universidad de Valladolid, 724, 1, 1
1854, Universidad de Vigo, 724, 1, 1
1855, Universidad de Zaragoza, 724, 1, 1
1856, Universidad del País Vasco/Euskal Herriko Unibertsitatea, 724, 1, 1
1857, Universidad Europea de Madrid, 724, 1, 1
1858, Universidad Europea Miguel de Cervantes, 724, 1, 1
1859, Universidad Francisco de Vitoria, 724, 1, 1
1860, Universidad Internacional de Andalucía, 724, 1, 1
1861, Universidad Internacional Menéndez Pelayo, 724, 1, 1
1862, Universidad Miguel Hernández de Elche, 724, 1, 1
1863, Universidad Nacional de Educación a Distancia, 724, 1, 1
1864, Universidad Pablo de Olavide, 724, 1, 1
1865, Universidad Politécnica de Cartagena, 724, 1, 1
1866, Universidad Politécnica de Madrid, 724, 1, 1
1867, Universidad Politécnica de Valéncia, 724, 1, 1
1868, Universidad Pontificia Comillas, 724, 1, 1
1869, Universidad Pontificia de Salamanca, 724, 1, 1
1870, Universidad Pública de Navarra, 724, 1, 1
1871, Universidad Rey Juan Carlos, 724, 1, 1
1872, Universidad San Jorge, 724, 1, 1
1873, Universidad San Pablo-CEU, 724, 1, 1
1874, Universidad SEK, 724, 1, 1
1875, Universitat Abat Oliba CEU, 724, 1, 1
1876, Universitat Autónoma de Barcelona, 724, 1, 1
1877, Universitat de Barcelona, 724, 1, 1
1878, Universitat de Girona, 724, 1, 1
1879, Universitat de les Illes Balears, 724, 1, 1
1880, Universitat de Lleida, 724, 1, 1
1881, Universitat de Val ncia, 724, 1, 1
1882, Universitat de Vic, 724, 1, 1
1883, Universitat Internacional de Catalunya, 724, 1, 1
1884, Universitat Jaume I, 724, 1, 1
1885, Universitat Oberta de Catalunya, 724, 1, 1
1886, Universitat Politécnica de Catalunya, 724, 1, 1
1887, Universitat Pompeu Fabra, 724, 1, 1
1888, Universitat Ramon Llull, 724, 1, 1
1889, Universitat Rovira i Virgili, 724, 1, 1
1890, Université des Sciences de la Santé, 266, 1, 1
1891, Université des Sciences et Techniques de Masuku, 266, 1, 1
1892, Université Omar Bongo, 266, 1, 1
1893, Abhazetis Sakhelmtsipo Universiteti, 268, 1, 1
1894, Agdgeniti Plastikuri Qirurgiis da Dermatolokosmetologiis Samedicino Instituti, 268, 1, 1
1895, AIETI Umaghlesi Sameditsino Skola, 268, 1, 1
1896, Batumis Damoukidebeli Universiteti, 268, 1, 1
1897, Batumis Saaviatsio Instituti, 268, 1, 1
1898, Batumis Sakhelmtsipo Sazgvao Akademia, 268, 1, 1
1899, Batumis ota Rustavelis Sakhelobis Sakhelmtsipo Universiteti, 268, 1, 1
1900, Batumis Zakaria Paliavilis Sakhelobis Sakhelmtsipo Konservatoria, 268, 1, 1
1901, Biologiuri Meditsinisa da Ekologiis Instituti, 268, 1, 1
1902, Grigol Robakidzis Sakhelobis Universiteti 'Alma Mater', 268, 1, 1
1903, Ivane Javahivilis Sakhelobis Tbilisis Sakhelmtsipo Universiteti, 268, 1, 1
1904, Kavkasiis Akademiuri Centri, 268, 1, 1
1905, Klasikuri da Tradiciuli Medicinis Akademia, 268, 1, 1
1906, Kutaisis 'Akaki eretlis' Sakhelobis Sakhelmtsipo Universiteti, 268, 1, 1
1907, Kutaisis 'N. Muskhelivilis' Sakhelobis Sakhelmtsipo Teqnikuri Universitati, 268, 1, 1
1908, Kutaisis Khelovnebis da Pedagogikis Instituti 'Kolkha', 268, 1, 1
1909, Kutaisis Pedagogiuri Instituti 'Lampari', 268, 1, 1
1910, Kutaisis Sakhelmtsipo Teqnikuri Universitetis - Potis Sainzhinro-Ekonomikuri Instituti, 268, 1, 1
1911, Kutaisis Samartlisa da Ekonomikis Universiteti, 268, 1, 1
1912, Kutasis Samedicino Instituti 'Kutaisi', 268, 1, 1
1913, Lagodekhis Sastsavlo-Samecniero Institute, 268, 1, 1
1914, Nodar Dumbadzis Sakhelobis Tbilisis Universiteti, 268, 1, 1
1915, Paata Guguvilis Sakhelobis Universiteti, 268, 1, 1
1916, Parmatsevtuli Instituti 'Interpharmi Plus', 268, 1, 1
1917, Petre otadzis Sakhelobis Tbilisis Samedicino Akademia, 268, 1, 1
1918, Rustavis Damoukidebeli Instituti, 268, 1, 1
1919, Saertaoriso Urtiertobebis Universiteti, 268, 1, 1
1920, Saqartvelo-Saprangetis Ertoblivi Umaglesi Sastsavlebeli, 268, 1, 1
1921, Saqartvelos 'ota Rustavelis' Sakhelobis Teatrisa da Kinos Sakhelmtsipo Instituti, 268, 1, 1
1922, Saqartvelos Davit Agmaeneblis Sakhelobis Universiteti, 268, 1, 1
1923, Saqartvelos Diplomatiuri Akademia, 268, 1, 1
1924, Saqartvelos Saavtomobilo-Sagzao Instituti, 268, 1, 1
1925, Saqartvelos Sabazho Akademia, 268, 1, 1
1926, Saqartvelos Sagadasaskhado Sabazho Akademia, 268, 1, 1
1927, Saqartvelos Sakhelmtsipo Agraruli Universiteti, 268, 1, 1
1928, Saqartvelos Sakhelmtsipo Pizkuri Agzrdisa da Sport Akademia, 268, 1, 1
1929, Saqartvelos Sakhelmtsipo Zoote nikur-Saveterinaro Universiteti, 268, 1, 1
1930, Saqartvelos Sazogadoebriv Sakmeta Instituti, 268, 1, 1
1931, Saqartvelos Subtropikul Meurneobis Sakhelmtsipo Instituti, 268, 1, 1
1932, Saqartvelos Telekomunikatsiisa da Menejmentis Instituti 'LAMPARI', 268, 1, 1
1933, Saqartvelos Teqnikuri Universiteti, 268, 1, 1
1934, avi Zgvis Saertaoriso Universiteti, 268, 1, 1
1935, SH.P.C. 'Heliosi'-s Batumis Utskhour Enata Instituti, 268, 1, 1
1936, SH.P.C. 'Ilia av avadzis' Sakhelobis Tbilisis Universiteti, 268, 1, 1
1937, SH.P.C. 'Interbiznesi' Tamar Mamistvalov-Kezeravilis Sakhelobis Saqartvelo-Israelis Stomatologiis Instituti, 268, 1, 1
1938, SH.P.C. Akad. Egnate Pipias Sakhelobis Tbilisis Samedicino Instituti, 268, 1, 1
1939, SH.P.C. Samedicino Instituti 'Tbilisi', 268, 1, 1
1940, SH.P.C. Saqartvelos Sakhelmtsipo Kooperatsiuli Insituti, 268, 1, 1
1941, SH.P.C. Tamaz Mukhadzis Sakhelobis Universiteti 'Iveria', 268, 1, 1
1942, SH.P.S. 'Saertaoriso Samartlisa da Martvis Kartul-Britanuli' Universiteti, 268, 1, 1
1943, SH.P.S. Tbilisis Ekonomikisa da Samartlis Akademia, 268, 1, 1
1944, Shromisa da Tsarmoebis Organizatsiis Sametsniero-Sastsavlo Instituti, 268, 1, 1
1945, Sokhumis Ilia Vekuas Sakhelobis Universitetis -Tbilisi Piliali, 268, 1, 1
1946, "Sulkhan-Saba Orbelianis Sakhelobis Teologiis, Pilosopiis, Kulturisa da Istoriis Instituti", 268, 1, 1
1947, Tbilisis 'Apolon Qutateladzis' Sakhelobis Sakhelmtsipo Samkhatvro Akademia, 268, 1, 1
1948, Tbilisis 'Eqvtime Takaisjvilis' Sakhelobis Kulturisa da Khelovnebis Sakhelmtsipo Universieti, 268, 1, 1
1949, Tbilisis 'Ilia av avadzis' Sakhelobis Enata da Kulturata Sakhelmtsipo Universiteti, 268, 1, 1
1950, Tbilisis Aziisa da Afrikis Instituti, 268, 1, 1
1951, Tbilisis Biznesis Sakhelmtsipo Instituti, 268, 1, 1
1952, Tbilisis Biznesisa da sagareo Urtiertobebis Instituti, 268, 1, 1
1953, Tbilisis Bunebatsargeblobis Instituti, 268, 1, 1
1954, Tbilisis Davit Agmaeneblis Sakhelobis Universiteti, 268, 1, 1
1955, Tbilisis Ekonomikur Urtiertobata  Sakhelmtsipo Instituti, 268, 1, 1
1956, Tbilisis Humanitaruli Universiteti, 268, 1, 1
