id, name
1, Tesis
2, Tesina
3, Ensayo
4, Ceneval
5, Reporte técnico
6, Por promedio
7, Actividad de apoyo a la investigación
8, Seminario de titulación
9, Alto rendimiento académico
10, Actividad de apoyo a la docencia
11, Informe de práctica profesional (trabajo profesional)
12, Estudios de Posgrado
13, Ampliación y profundización de conocimiento
14, Informe de servicio Social
15, Proyecto de apoyo a la Divulgación
